Kode,Kategori,Jumlah Penjual,Rating,Jumlah Review,Harga
KFB01C9MW6MQ,Gift Cards,,4.9,"62,352",359481.25 rupiah
KFB08YKGZF7P,Electronics,3 yg jual,4.2,35,
KFB07TMNH4N1,Gift Cards,,4.8,"91,384",718962.5
KFB085TC9N3K,,2 penjual,4.7,"4,044",201165.7075 Rupiah
KFB07HZLHPKP,Electronics,,4.6,"395,830",862611.2075
KFB07ZSB9QYL,Gift Cards,1 yg jual,,"12,187",359481.25
KFB00U26V4VQ,Toys & Games,51 penjual,4.8,,474083.8725 Rupiah
KFB01N16VX79,Toys & Games,5 penjual,4.7,,IDR 244303.4575
KFB07SK4W1VJ,,68 Penjual,4.8,"22,066",IDR 690204.0
KFB08F6WL18F,Gift Cards,1 yg jual,4.8,"721,690",
KFB00BWF5U0M,,9 Penjual,4.6,"72,839",114890.2075 Rupiah
KFB07DVFQ1SV,Video Games,1 penjual,,"4,573",244303.4575
KFB08RC11JLL,Camera & Photo,4 yg jual,,26,IDR 383350.805
KF399240462,,1 Penjual,4.9,"20,547",IDR 71608.66500000001
KFB071FXZBMV,Electronics,,4.5,"33,856",114746.41500000001
KFB00BXLVFAO,Gift Cards,,4.9,"1,269",359481.25 Rupiah
KF1250304458,Books,1 yg jual,,"1,031",IDR 241427.60749999998
KFB00TS733CS,"Clothing, Shoes & Jewelry",2 Penjual,4.8,"23,152",
KFB016MAK38U,Video Games,19 penjual,,"25,909",431233.70749999996 Rupiah
KFB07WYVVM9G,Gift Cards,1 penjual,4.8,"721,690",
KFB07W6PXRR8,Camera & Photo,4 Penjual,4.4,"3,013",
KFB0795GHTBC,Video Games,,4.8,"28,086",85556.5375
KFB08XW4QX52,"Clothing, Shoes & Jewelry",1 Penjual,,"9,106",IDR 273061.95749999996
KFB01MY7GHKJ,Video Games,,4.9,"23,945",675824.75 rupiah
KFB08B3GH4K4,"Clothing, Shoes & Jewelry",1 Penjual,,"8,514",229924.2075
KFB07CMS5Q6P,,4 Penjual,4.7,"6,453",575026.2075 rupiah
KFB07TSCZV2P,"Clothing, Shoes & Jewelry",1 yg jual,4.5,"35,889",
KFB086DKSHQ4,Electronics,1 Penjual,,"54,100",3594668.7075 Rupiah
KFB07TMJ1R3X,Electronics,1 penjual,4.6,"100,278",
KFB07RTN4C77,Gift Cards,,4.7,"6,803",IDR 359481.25
KFB07ZSB9QYL,Gift Cards,1 Penjual,,"12,187",IDR 359481.25
KFB08DFCWVZ4,Electronics,,4.4,"12,973",4313056.0375 rupiah
KFB08ZN7QCRP,Electronics,1 Penjual,4.4,"54,100",
KFB07HCZ7LPW,Video Games,77 yg jual,4.8,"16,562",
KFB085WSCTS4,Electronics,,4.5,"3,695",IDR 4011810.75
KFB08B5T3XL9,Camera & Photo,2 Penjual,,607,344958.20749999996 Rupiah
KFB01FSCQ1IY,"Clothing, Shoes & Jewelry",5 Penjual,,"16,151",281833.30000000005 rupiah
KFB08TVWR4C6,Toys & Games,1 yg jual,4.7,,143648.7075 rupiah
KFB08F7PTF54,Video Games,56 Penjual,,"49,200",5737320.75 Rupiah
KFB07YGZL8XF,,32 penjual,4.8,"7,116",4270493.4575000005
KFB06Y42G518,,1 penjual,4.1,"1,211",215544.9575 Rupiah
KFB01FIS7AU6,Gift Cards,1 Penjual,4.8,"91,384",
KFB07VNTFHD5,Video Games,32 penjual,,"19,478",1854923.25 rupiah
KFB07HJD9FVV,Gift Cards,1 Penjual,4.7,,2975785.7874999996
KFB004DNVP8G,"Clothing, Shoes & Jewelry",2 Penjual,4.6,,172694.7925
KFB08L3KS4FN,Camera & Photo,3 penjual,4.1,"1,595",
KFB084DCJKSL,Electronics,,4.7,314,1869158.7075
KFB004RMK5QG,,1 penjual,4.8,"44,591",862611.2075 rupiah
KFB08FQG96RP,Video Games,19 Penjual,4.5,"10,650",
KFB08GLWV2BM,Gift Cards,1 Penjual,4.8,"721,690",
KFB097H17CVQ,Toys & Games,1 yg jual,4.7,"21,435",
KFB07KPSLPRW,Camera & Photo,3 Penjual,,"10,530",388095.95749999996 rupiah
KFB00F4CEHNK,Video Games,1 penjual,4.7,"117,579",
KFB07FSDTB22,"Clothing, Shoes & Jewelry",3 Penjual,4.6,,210368.42750000002
KFB01FSCQ1IY,"Clothing, Shoes & Jewelry",5 penjual,4.5,"16,151",
KF1501161938,,1 penjual,4.6,"19,083",135452.535 rupiah
KF1623158281,Books,1 Penjual,,"16,853",137897.0075
KFB08RC11JLL,Camera & Photo,4 yg jual,2.7,26,
KFB0848Q5PWZ,"Clothing, Shoes & Jewelry",1 penjual,4.6,"29,734",
KFB082G5SPR5,Video Games,,4.7,"26,056",672086.145
KFB0796JVBJ8,Toys & Games,4 yg jual,4.8,"8,734",
KFB010KYDNDG,Video Games,1 Penjual,,"26,641",IDR 387520.7875
KFB01BCNZJ54,Video Games,4 Penjual,4.6,"7,765",
KFB07YB8HZ8T,,5 Penjual,4.4,"3,003",575026.2075
KFB06W5SBSL7,Gift Cards,1 penjual,4.9,"74,543",
KFB00YXO5U40,Video Games,10 Penjual,4.4,"32,015",
KF1623157900,Books,,4.5,"6,526",IDR 83399.65
KFB012A7R7I8,,8 yg jual,4.8,"22,792",344958.20749999996 rupiah
KFB00TS733CS,"Clothing, Shoes & Jewelry",,4.8,"23,152",790139.7875000001 Rupiah
KF807014273,Books,1 yg jual,4.7,"34,571",
KFB07Y93TM8M,Gift Cards,1 Penjual,4.9,"74,543",
KFB086V5H1YQ,Camera & Photo,6 yg jual,4.5,"6,646",
KFB07X4BCRHB,,1 yg jual,4.5,"6,808",IDR 1006403.7074999999
KF1684510821,Books,1 yg jual,5.0,,IDR 267022.6725
KF593230256,Books,,4.8,"30,688",211374.97499999998
KFB08F2NKCTZ,,5 yg jual,4.7,"49,613",IDR 215401.165
KFB07ZDX292M,Gift Cards,1 yg jual,4.8,,359481.25
KFB017SD8RWO,Camera & Photo,3 yg jual,,"22,775",488750.7075
KFB07TNQSH4J,Gift Cards,,4.8,"91,384",718962.5 rupiah
KFB08YT2N5SX,Electronics,1 Penjual,4.7,"267,821",
KFB07X6CWM3G,Video Games,1 penjual,4.6,,IDR 143648.7075
KFB00F4CEWOY,Video Games,1 yg jual,,"117,579",287585.0
KFB08PFCYVP6,Camera & Photo,1 penjual,4.2,,2084991.25 rupiah
KFB071JDWV4R,"Clothing, Shoes & Jewelry",5 Penjual,,"64,972",143648.7075 Rupiah
KFB07F7T8J9P,Video Games,19 penjual,,"26,056",377311.51999999996 Rupiah
KFB07R5YH7YN,Camera & Photo,1 penjual,4.2,"3,940",
KFB08ZNQN1FP,Video Games,13 yg jual,4.6,,IDR 848375.75
KFB08F3CVP38,Camera & Photo,4 penjual,4.3,,1150196.2075 rupiah
KFB07R29C46G,"Clothing, Shoes & Jewelry",,4.7,"20,014",182760.26750000002
KF1524798649,Books,,4.4,"13,533",100367.16500000001
KFB07MBW6JNL,,2 Penjual,4.6,"15,178",100510.9575
KFB07Q3T177V,,1 penjual,4.7,"32,046",1437781.2075
KFB07MDR5TG9,,1 yg jual,4.8,"721,690",718962.5 rupiah
KFB08ZNJBQKQ,Video Games,25 penjual,,328,IDR 920272.0
KFB08S34FZKM,"Clothing, Shoes & Jewelry",1 penjual,,"1,837",273061.95749999996
KFB07SL6ZXBL,,52 penjual,4.9,"52,003",532032.25
KFB01CW49AGG,,1 penjual,4.3,"7,662",575026.2075 rupiah
KFB071WNWHZ7,Video Games,1 yg jual,4.7,"41,676",
KFB08SLZ712T,Toys & Games,1 yg jual,,"3,001",IDR 158027.9575
KFB015IY34FA,,19 yg jual,4.8,"38,743",533326.3825000001 Rupiah
KFB007DW6F34,Toys & Games,10 yg jual,4.6,"8,795",
KFB07FT8XLFS,,1 penjual,4.4,"13,828",113308.49 rupiah
KFB00U26V4VQ,Toys & Games,,4.8,833,474083.8725
KFB00X5TNSCA,Camera & Photo,4 Penjual,4.5,,172263.415
KFB01E6D2NA6,"Clothing, Shoes & Jewelry",2 Penjual,,"29,913",IDR 255231.6875
KFB00000DMF5,Toys & Games,25 Penjual,4.6,"22,001",
KFB0145WHDQ2,Gift Cards,1 penjual,4.8,,718962.5
KFB06WD843ZM,Camera & Photo,6 Penjual,4.2,"7,628",
KFB07W95GZNH,,1 Penjual,4.7,"854,114",503129.9575 Rupiah
KFB08PFDP55G,Camera & Photo,,4.6,241,431233.70749999996
KFB086DKSYTS,Electronics,1 penjual,4.4,,1437781.2075
KFB07MB4HN9X,,1 yg jual,4.8,"721,690",IDR 718962.5
KF593139135,Books,,4.7,"40,324",243728.28749999998
KFB07WDDT3G5,Electronics,1 penjual,4.7,,2012951.2075
KFB07X1HK6GC,Gift Cards,1 penjual,4.8,,718962.5
KFB08FBL9RML,"Clothing, Shoes & Jewelry",5 penjual,4.7,,IDR 186930.25
KFB07RMC5BRL,Video Games,41 yg jual,4.4,"15,971",
KFB07Q7YR68X,"Clothing, Shoes & Jewelry",1 yg jual,,"10,022",143648.7075
KFB004VSTQ2A,Video Games,1 Penjual,4.7,,IDR 359337.45749999996
KFB07MYYV9K1,,2 yg jual,4.4,"3,218",IDR 229924.2075
KF1501128035,Books,,4.5,"7,982",121504.66249999999 rupiah
KFB07CVL2D2S,Electronics,51 yg jual,,"42,694",1437781.2075
KF761189602,Books,1 yg jual,4.8,"15,469",
KF807014273,Books,1 Penjual,4.7,,IDR 172407.2075
KF399240462,Books,1 penjual,4.9,,71608.66500000001 Rupiah
KFB086KXKXKW,"Clothing, Shoes & Jewelry",10 Penjual,4.6,,243728.28749999998 Rupiah
KFB00005C5H4,Toys & Games,10 penjual,4.8,"63,879",
KFB07BMLS2BT,,1 penjual,4.6,"2,605",215688.75 Rupiah
KFB086DKMSSM,Electronics,1 yg jual,,"54,100",IDR 1293988.7075
KFB08BXHGPVB,Video Games,94 Penjual,4.7,"7,596",
KFB07CXG6C9W,Electronics,1 yg jual,4.6,"110,685",
KFB01BCNZJ54,Video Games,,4.6,"7,765",215544.9575 rupiah
KF1250178606,Books,,4.5,"58,947",208355.3325 rupiah
KFB08PFDP55G,,2 yg jual,4.6,241,431233.70749999996 rupiah
KFB08F4YT84C,Camera & Photo,2 penjual,,439,704439.4575 rupiah
KFB00BWDH3VS,Gift Cards,1 penjual,,"721,689",IDR 718962.5
KFB00BWDH368,,1 Penjual,4.8,"721,690",718962.5 Rupiah
KFB07WGL828F,Electronics,1 penjual,,"100,279",IDR 1293988.7075
KFB004DNVP8G,,2 yg jual,4.6,"44,546",172694.7925
KFB07PVMRZQH,,7 Penjual,4.3,"4,092",603784.7075 rupiah
KF1982160136,Books,77 Penjual,,655,194119.875
KFB08J5Q255V,,5 yg jual,4.9,"44,087",4299395.75 rupiah
KFB07W7FLKRW,,2 yg jual,4.7,"7,731",359481.25 Rupiah
KF805047905,Books,1 penjual,,"31,056",71896.25
KFB0874YZVWK,Electronics,1 yg jual,4.6,,1581573.7075 rupiah
KFB07YQL38L7,Gift Cards,1 yg jual,,"721,690",718962.5 rupiah
KFB0756BXDTX,Camera & Photo,5 yg jual,4.4,"12,309",
KFB07SBX48TY,Video Games,27 penjual,4.4,,IDR 575026.2075
KFB06XV1LW52,Toys & Games,32 Penjual,4.4,"6,247",
KFB01IXYY172,,1 yg jual,4.7,"2,918",IDR 186786.4575
KF1623158281,Books,,4.8,"16,853",137897.0075
KFB071R1XTGS,,2 penjual,4.5,"43,976",257388.57499999998
KFB07FF4VHV9,"Clothing, Shoes & Jewelry",1 yg jual,4.2,,287441.20749999996 rupiah
KFB07CVL2D2S,,51 yg jual,4.7,"42,694",1437781.2075 rupiah
KFB08PFDP55G,Camera & Photo,2 penjual,4.6,,431233.70749999996 rupiah
KFB08G9TJWW9,,63 yg jual,4.7,"11,503",1270262.945
KFB071FXZBMV,Electronics,,4.5,"33,856",114746.41500000001 Rupiah
KFB07WYVVY2Z,Gift Cards,1 yg jual,4.8,"91,384",
KFB083K3W6VD,"Clothing, Shoes & Jewelry",1 yg jual,4.6,,229349.03749999998 rupiah
KF1623159911,Books,1 yg jual,4.8,,129269.4575
KFB0922WX37L,Toys & Games,,4.8,"20,399",201165.7075
KFB0145WHDQ2,,1 penjual,4.8,"721,690",718962.5 Rupiah
KFB00JM5GW10,Toys & Games,6 penjual,,"32,246",114890.2075 Rupiah
KFB0872FYTWS,,1 penjual,4.7,"17,175",2300536.2075 rupiah
KFB07YQMVKY6,Toys & Games,45 penjual,4.6,277,
KFB08BRQKSMB,,110 yg jual,4.8,"19,417",IDR 430514.745
KFB073WLZFHP,"Clothing, Shoes & Jewelry",2 yg jual,4.9,,270329.9 rupiah
KFB01MG2163Y,Toys & Games,3 penjual,,"2,180",359337.45749999996 Rupiah
KFB08DHDS4T3,Electronics,14 Penjual,,"9,587",IDR 3755284.93
KF1878424319,Books,1 Penjual,,"58,903",82968.27249999999 Rupiah
KFB01E6D2NA6,"Clothing, Shoes & Jewelry",2 yg jual,4.3,,255231.6875
KFB01C9MW8Z6,Gift Cards,1 Penjual,4.9,"37,588",
KFB01MSBQB1P,,1 penjual,4.8,"19,791",71896.25
KF920668372,,1 penjual,4.9,"37,649",71896.25 Rupiah
KF1501128035,Books,1 penjual,4.5,,121504.66249999999 rupiah
KFB086DKGCFP,Electronics,1 Penjual,,"54,100",5463971.2075000005 Rupiah
KFB07H331J4R,Toys & Games,3 yg jual,,"12,137",402475.20749999996 rupiah
KFB08JCHVZ11,Camera & Photo,,4.4,"1,311",575026.2075 rupiah
KFB08YMBQJ49,,1 Penjual,4.9,"1,575",4745008.7075000005 Rupiah
KFB07CV7NGSP,,1 Penjual,4.3,"33,701",244303.4575 Rupiah
KFB07SQZ3GJG,Video Games,,4.8,"16,122",86131.7075 Rupiah
KFB071FLSWBS,,6 yg jual,4.6,"45,035",99073.0325 Rupiah
KFB08KHCR1YF,,5 penjual,4.5,"2,524",661445.5
KFB08K8W68BX,Camera & Photo,3 Penjual,,"1,986",517509.2075 Rupiah
KFB07SV3K1H5,"Clothing, Shoes & Jewelry",2 Penjual,4.4,"9,455",
KFB08B186P6J,,1 yg jual,4.5,"8,719",316199.70749999996
KF316420085,,1 penjual,4.6,"4,741",250198.94999999998 Rupiah
KF761187480,,1 Penjual,4.8,"19,747",178877.87 rupiah
KFB07KGVB6D6,Electronics,,4.6,"47,546",1725366.2075 Rupiah
KFB08CXM6QNM,Camera & Photo,8 yg jual,4.3,"4,800",
KFB079XT422B,Video Games,1 penjual,,829,107700.5825
KFB07CV7NGSP,"Clothing, Shoes & Jewelry",1 yg jual,,"33,701",244303.4575 Rupiah
KFB089D4BNRY,Video Games,2 yg jual,4.7,"1,125",
KFB0888P5DWX,,3 Penjual,4.8,"70,500",IDR 287585.0
KFB081RJ8DW1,Electronics,,4.4,"21,080",1437781.2075 Rupiah
KFB0868LH58W,Camera & Photo,3 Penjual,4.5,"2,317",
KFB086QN7BBQ,"Clothing, Shoes & Jewelry",1 penjual,4.8,"55,550",
KFB01CW4AR9K,,2 penjual,4.3,"47,254",IDR 323389.33249999996
KFB0078EPRVS,Gift Cards,1 penjual,4.9,"7,128",
KFB01IE42ST4,Gift Cards,,4.9,"8,636",215688.75 Rupiah
KFB086KXKXKW,"Clothing, Shoes & Jewelry",10 Penjual,,"29,802",243728.28749999998 Rupiah
KFB07FPP6TB5,,1 Penjual,4.6,"38,016",IDR 2156743.7075
KFB07FF4VHV9,"Clothing, Shoes & Jewelry",1 penjual,4.2,"20,442",
KFB01171X0UW,Electronics,17 Penjual,,"39,606",IDR 474371.4575
KFB00F4CEHNK,Video Games,1 Penjual,4.7,,143792.5 rupiah
KFB08CXM6QNM,Camera & Photo,8 yg jual,,"4,800",488750.7075 rupiah
KFB01BCNZJ54,Video Games,4 penjual,4.6,"7,765",
KFB07R5YH7YN,,1 Penjual,4.2,"3,940",1222092.4575 Rupiah
KFB086QN7BBQ,"Clothing, Shoes & Jewelry",1 yg jual,,"55,550",199583.99000000002 Rupiah
KFB07HZLHPKP,Electronics,,4.6,"395,830",IDR 862611.2075
KFB01NAUKS62,Video Games,4 yg jual,4.8,,186355.08000000002 Rupiah
KFB07C6C1SN3,Gift Cards,1 yg jual,,"721,690",718962.5 rupiah
KFB07PHCWJ9W,Toys & Games,1 yg jual,4.7,"9,296",
KF1250178606,Books,1 yg jual,4.5,"58,947",
KFB0836WRWFY,Toys & Games,6 yg jual,4.5,"18,023",
KFB07SV3K1H5,,2 Penjual,4.4,"9,455",316199.70749999996 Rupiah
KFB072M34RQC,Electronics,25 Penjual,4.7,"23,209",
KFB01MQVXHUM,Camera & Photo,,4.6,"10,280",IDR 575026.2075
KFB07CRSXMW8,Toys & Games,,4.8,"55,398",546267.7075
KFB0795GHTBC,Video Games,3 penjual,4.8,,IDR 85556.5375
KFB08ZKWS7CK,Gift Cards,1 yg jual,,"91,384",IDR 718962.5
KFB086VSVBBY,,8 yg jual,4.4,"15,971",517509.2075 rupiah
KFB089W4PKRW,Camera & Photo,,4.2,"3,150",359337.45749999996 rupiah
KFB084RPZD6T,Video Games,20 yg jual,,"16,510",IDR 431233.70749999996
KFB009CTUHOY,"Clothing, Shoes & Jewelry",,4.5,"23,788",332592.0525
KFB08FQG96RP,Video Games,19 penjual,,"10,650",IDR 2070468.2075
KFB08XW4QX52,"Clothing, Shoes & Jewelry",1 Penjual,,"9,106",273061.95749999996 rupiah
KFB00O15486W,,1 penjual,4.8,"3,913",IDR 431233.70749999996
KFB07SQZ3GJG,Video Games,,4.8,"16,122",IDR 86131.7075
KFB07PHCWJ9W,,1 penjual,4.7,"9,296",158027.9575 Rupiah
KF1524798649,Books,,4.4,"13,533",100367.16500000001 rupiah
KFB092RXFP4F,Camera & Photo,1 penjual,4.7,212,
KFB07Y92XFRD,,1 yg jual,4.9,"74,543",143792.5
KFB085NRF1FR,,1 penjual,4.0,"7,571",158027.9575
KFB08GH9KL4M,Camera & Photo,,4.5,"3,662",359337.45749999996 rupiah
KFB08BNVQDWT,,2 penjual,4.6,"43,363",539221.875
KFB07RNNFLNT,Gift Cards,1 penjual,4.8,,718962.5 rupiah
KFB07WDDT3G5,,1 yg jual,4.7,"83,773",2012951.2075 rupiah
KFB07KGVB6D6,,1 Penjual,4.6,"47,546",IDR 1725366.2075
KFB0078EPRVS,Gift Cards,1 Penjual,4.9,"7,128",
KFB07W95GZNH,,1 yg jual,4.7,"854,114",503129.9575
KFB08F58MXQG,Electronics,,4.8,"4,617",287441.20749999996 rupiah
KFB089W4PKRW,Camera & Photo,2 yg jual,4.2,,359337.45749999996
KFB08Z78WMGS,Camera & Photo,2 penjual,4.4,,575026.2075 Rupiah
KFB08J65DST5,,6 penjual,4.9,"44,087",4299395.75
KFB07RZ74VLR,Video Games,,4.5,"70,218",143792.5 Rupiah
KFB0875Q5GVQ,Camera & Photo,5 yg jual,,"2,408",718818.7075 Rupiah
KFB07R5YH7YN,Camera & Photo,1 penjual,4.2,,1222092.4575 Rupiah
KFB077T9WSSN,Gift Cards,1 Penjual,4.9,,143792.5 rupiah
KF1250080401,Books,1 yg jual,4.8,"70,597",
KF080241270X,Books,1 yg jual,,"51,940",IDR 109138.50749999999
KFB07736Q4GC,Gift Cards,1 yg jual,4.8,"52,513",
KFB08G9TJWW9,Electronics,,4.7,"11,503",1270262.945
KFB01DGIKD68,Toys & Games,4 penjual,4.8,,343376.49 Rupiah
KFB07SL6ZXBL,Video Games,,4.9,"52,003",532032.25 Rupiah
KFB07VGRJDFY,Video Games,,4.9,"84,166",4313631.2075000005 rupiah
KFB07YQMVKY6,Toys & Games,45 Penjual,4.6,,57373.207500000004
KFB0836WRWFY,Toys & Games,6 Penjual,,"18,023",287441.20749999996 Rupiah
KFB01N5TMK8I,Gift Cards,,4.8,"20,874",790139.7875000001 rupiah
KFB07SFKTLZM,Video Games,95 penjual,,"20,316",2588121.2075 Rupiah
KFB07NXDJ52C,Toys & Games,4 penjual,4.8,,129269.4575 Rupiah
KFB07SXLYQ6S,Toys & Games,16 yg jual,4.8,,186067.495
KF920668372,,1 penjual,4.9,"37,649",71896.25
KFB06ZYZ1TKK,Gift Cards,1 Penjual,,"7,247",718962.5 Rupiah
KFB08571VZ3Q,Camera & Photo,1 Penjual,4.6,"3,509",
KFB07D4T2XKB,,4 penjual,4.8,"10,895",179596.8325 Rupiah
KFB07MBW6JNL,Toys & Games,2 Penjual,,"15,178",100510.9575 rupiah
KFB07F15CV12,Video Games,,4.8,"32,411",287441.20749999996 Rupiah
KFB07MF93X2Q,"Clothing, Shoes & Jewelry",1 yg jual,,"29,552",IDR 718243.5375000001
KFB07CXG6C9W,Electronics,1 Penjual,,"110,685",1869158.7075
KFB07YQMVKY6,Toys & Games,45 Penjual,,277,IDR 57373.207500000004
KFB07FSDTB22,"Clothing, Shoes & Jewelry",3 penjual,4.6,"43,986",
KFB01N1037CV,Video Games,49 yg jual,4.9,,718099.745 rupiah
KFB0078EPRVS,Gift Cards,,4.9,"7,128",718962.5
KFB0145WHDQ2,Gift Cards,1 Penjual,,"721,690",718962.5 Rupiah
KFB07CJWMX3C,"Clothing, Shoes & Jewelry",1 penjual,,"73,812",IDR 194119.875
KFB08JPHW2MZ,"Clothing, Shoes & Jewelry",1 Penjual,,"26,316",196708.13999999998 Rupiah
KF1501128035,Books,,4.5,"7,982",IDR 121504.66249999999
KFB083HZTN8W,Camera & Photo,4 Penjual,3.9,"6,306",
KFB01FXC7JWQ,Electronics,,4.6,"23,307",IDR 2371713.495
KFB07CJWMX3C,"Clothing, Shoes & Jewelry",1 yg jual,,"73,812",194119.875 Rupiah
KFB07C68264W,Gift Cards,,4.8,"721,690",718962.5
KFB00GAC1D2G,Video Games,,4.7,"232,823",143792.5 rupiah
KFB08ZNQN1FP,,13 penjual,4.6,279,848375.75 Rupiah
KFB094H9X2VV,,1 penjual,4.6,"6,156",IDR 172407.2075
KFB07FNK1DM5,"Clothing, Shoes & Jewelry",1 yg jual,,"29,937",110576.43250000001 Rupiah
KF671027034,Books,,4.7,"52,140",IDR 195845.38499999998
KFB07FPP6TB5,,1 Penjual,4.6,"38,016",2156743.7075 Rupiah
KFB08FC5L3RG,Video Games,,4.9,"19,869",172551.0 rupiah
KFB07GPFDL1K,Electronics,4 Penjual,4.5,"17,939",
KFB089W4PKRW,Camera & Photo,,4.2,"3,150",359337.45749999996 Rupiah
KFB01IE42ST4,Gift Cards,1 penjual,,"8,636",215688.75 rupiah
KFB07L4CTP75,"Clothing, Shoes & Jewelry",,4.4,"28,547",IDR 301820.45749999996
KFB0078EPRVS,Gift Cards,,4.9,"7,128",718962.5 Rupiah
KFB00JM5GW10,Toys & Games,,4.7,"32,246",114890.2075 Rupiah
KFB086V5H1YQ,Camera & Photo,6 penjual,4.5,"6,646",
KFB07HHVCYVJ,,1 penjual,4.4,"10,664",459992.20749999996
KFB094Q7RNLV,Gift Cards,,4.8,"721,690",718962.5
KFB07KGVB6D6,Electronics,1 Penjual,4.6,,1725366.2075 Rupiah
KFB08F3C99KN,Gift Cards,1 Penjual,4.8,"22,185",
KFB086FN63NM,Gift Cards,1 yg jual,,"721,690",718962.5 Rupiah
KFB07TMN8CQ6,Gift Cards,1 Penjual,4.8,,718962.5
KFB06XT7M6P5,Camera & Photo,4 penjual,4.4,"6,608",
KF1611806860,Books,1 penjual,,3,IDR 193976.0825
KFB08F2NKCTZ,"Clothing, Shoes & Jewelry",5 penjual,,"49,613",215401.165 rupiah
KFB00BXLVFAO,Gift Cards,1 yg jual,4.9,,359481.25 Rupiah
KFB08BXHGPVB,Video Games,94 Penjual,4.7,"7,596",
KF805047905,Books,1 penjual,4.9,"31,056",
KFB07LF27WBQ,,1 Penjual,4.3,"53,435",287441.20749999996 Rupiah
KFB01CW4BVU4,Camera & Photo,3 yg jual,,"6,008",431233.70749999996 Rupiah
KFB07RRDR4PQ,Camera & Photo,5 penjual,4.5,,459992.20749999996 rupiah
KFB08WJPJ1NC,Video Games,24 penjual,4.8,269,
KFB08L9D5P1B,Video Games,,4.6,490,273061.95749999996 rupiah
KFB0875Q5GVQ,,5 Penjual,4.0,"2,408",718818.7075 Rupiah
KFB07YGZL8XF,Electronics,32 yg jual,4.8,,4270493.4575000005 rupiah
KFB079XT422B,Video Games,,4.7,829,107700.5825
KF593137310,Books,1 yg jual,4.8,"6,176",
KFB08ZN97SWW,Electronics,1 yg jual,,"54,100",IDR 4816761.165
KFB082X4F15R,"Clothing, Shoes & Jewelry",1 yg jual,4.3,"7,435",
KFB07GPFDL1K,Electronics,,4.5,"17,939",244303.4575 Rupiah
KFB093KXBQL4,Toys & Games,1 Penjual,,"25,201",143648.7075 Rupiah
KFB072M34RQC,Electronics,25 Penjual,4.7,"23,209",
KF593139135,Books,1 Penjual,4.7,,243728.28749999998
KFB07D25RSWX,Electronics,,4.8,"35,734",IDR 273061.95749999996
KF593139135,Books,1 penjual,,"40,324",243728.28749999998
KFB01C9MW8Z6,Gift Cards,1 Penjual,,"37,588",359481.25
KFB08G9J44ZN,Video Games,172 Penjual,4.7,,5679659.9575000005 Rupiah
KFB08ZN7QCRP,Electronics,1 penjual,4.4,,6686063.665 rupiah
KFB07F981R8M,,15 yg jual,4.6,"55,688",IDR 2444472.5
KFB097CJZ9TL,Toys & Games,1 yg jual,,"1,353",42993.957500000004
KFB01IXYY172,Toys & Games,1 penjual,4.7,,186786.4575 Rupiah
KFB07W6PXRR8,Camera & Photo,4 penjual,4.4,,2300536.2075 rupiah
KFB08J5Q255V,Electronics,,4.9,"44,087",4299395.75 rupiah
KFB0078EPRVS,Gift Cards,1 penjual,4.9,"7,128",
KFB00BWDH368,Gift Cards,1 penjual,4.8,"721,690",
KFB0758L64L9,Electronics,1 penjual,,"23,741",2875706.2075 Rupiah
KFB084RPZD6T,Video Games,20 penjual,4.7,,431233.70749999996 Rupiah
KFB07DJY81FP,Video Games,,4.8,"19,902",718099.745
KFB08L3KS4FN,Camera & Photo,3 yg jual,,"1,595",IDR 575026.2075
KFB00XKYM3WQ,"Clothing, Shoes & Jewelry",1 yg jual,4.6,,328709.65499999997 Rupiah
KFB07MDQHZ7W,,1 yg jual,4.8,"721,689",718962.5 rupiah
KFB07GCKQD77,Video Games,,4.7,"6,840",IDR 1437781.2075
KFB081RJ8DW1,Electronics,,4.4,"21,080",1437781.2075 rupiah
KFB07WYVVSKB,Gift Cards,1 penjual,4.8,,IDR 718962.5
KFB07MRNVRRX,,1 penjual,4.8,"721,690",718962.5 rupiah
KFB078VVLQ6J,,108 yg jual,4.9,"10,955",1006403.7074999999 Rupiah
KFB08PBS4M26,Video Games,2 penjual,4.8,,316199.70749999996 Rupiah
KFB07DJY81FP,Video Games,59 yg jual,,"19,902",IDR 718099.745
KFB08K8W68BX,Camera & Photo,3 yg jual,,"1,986",517509.2075 Rupiah
KFB00X5TNSCA,Camera & Photo,4 Penjual,4.5,433,
KFB07XV4NHHN,Video Games,214 penjual,4.8,"22,209",
KFB07F7T8J9P,Video Games,19 yg jual,4.7,,377311.51999999996 Rupiah
KF1250304458,Books,1 Penjual,4.0,,241427.60749999998
KFB08WW82716,Video Games,16 penjual,3.3,7,
KFB07WPQTXYQ,Gift Cards,1 Penjual,4.8,"91,384",
KFB07KL1WLG6,"Clothing, Shoes & Jewelry",3 Penjual,,"59,521",157884.165 Rupiah
KFB01CDCG4KM,Video Games,,4.6,"20,621",287441.20749999996
KFB08TLVJQRZ,,6 yg jual,4.8,"21,241",85987.91500000001 Rupiah
KFB07MRMHML9,,8 penjual,4.4,"4,597",575026.2075
KFB07VLXKZ33,,5 Penjual,4.8,"8,360",990155.155
KFB06XWXTWXT,Gift Cards,1 yg jual,4.8,,IDR 718962.5
KF525559477,Books,1 Penjual,4.4,,IDR 191100.23249999998
